#Name	PubChem	MP
"benzenamine, 2-ethyl-n-(2-ethylphenyl)-"	116649	29
ketoconazole	3823	146
"3-amino-2,6-dichloropyridine"	112846	119
cga 245704	86412	132.9
Ketoprofen	3825	93
ketorolac	3826	160.5
"2,3-difluoro-4-methylphenol"	2774151	37
(3Z)-5-Isobutyl-3-[(5-methyl-2-furyl)methylene]furan-2(3H)-one	2754550	88
"disulfide, bis(3-nitrophenyl)"	10842	84
(2E)-3-(5-bromofuran-2-yl)-1-furan-2-ylprop-2-en-1-one	2754551	77
(2E)-3-[5-(4-Chlorophenyl)-2-furyl]-1-(2-furyl)prop-2-en-1-one	2754552	148
valnoctamide	20140	113.75
(2E)-3-(5-bromofuran-2-yl)-1-(5-methylfuran-2-yl)prop-2-en-1-one	2754553	69
(2E)-3-[5-(4-chlorophenyl)furan-2-yl]-1-(5-methylfuran-2-yl)prop-2-en-1-one	2754554	171
"benzenesulfonamide, 3-fluoro-4-[(3-hydroxypropyl"	13960380	130
2(5h)-furanone	10341	4.5
"1,1-diphenylbutane"	69753	-25
2-Phenylcyclohexanon	95592	57
"4-ethoxy-1,1,1-trifluoro-3-buten-2-one"	2780395	-30
2-phenyl-cycloheptanone	85792	22.2
"methyl 3,7-bis(acetyloxy)-12-oxocholan-24-oate"	119834	178
"benzamide, n-(2-methyl-2h-benzotriazol-5-yl)-3,4"	6482215	113
Methyl 2-aminobenzoate	8635	24
norcamphor	10345	95
methyl_4-phenylbenzoate	69757	118
mepronil	41632	92.5
tetracontane	20149	82
"furazan, dimethyl-"	138397	-7
"dimethyl (4,9-dioxo-3-phenyl-4,9-dihydronaphtho[2,3-d][1,3]thiazol-2(3H)-ylidene)propanedioate"	2754688	239
"2,3-dibromopropionamide"	85798	133
3-nonanone	61235	-8
"Propane-1,3-diamine"	428	-12
"2,6-diphenylpyridine"	72920	78
4-(2-hydroxyethyl)pyridine	72921	9
2-pyridinepropanol	72922	34
4-pyridinepropanol	72923	37
"1-(2,6-dichloro),2-dibenzoyl-1-tert-butylhydrazi"	23276484	198.5
"1-(2,3-dichloro),2-dibenzoyl-1-tert-butylhydrazi"	23276485	209.5
kinetin	3830	266.5
"silanediol, dimethyl-, diacetate"	75130	-12.5
N-benzyloxycarbonyl-D-phenylalanine	675678	86
"benzenesulfonamide, 4-[(2-hydroxyethyl)thio]-3-n"	4842634	151
"3,5-difluoro-4-hydroxybenzaldehyde"	10192584	123
dipentamethylenethiuram monosulfide	69762	110
"2-[(4-hydroxyphenyl)hydrazono]-5,5-dimethylcyclohexane-1,3-dione"	2754560	206
3-tert-butyl-1-phenyl-2-pyrazolin-5-one	245718	111
"5,6,7,8,9,10-hexahydrocyclohept[b]indole"	251955	145
"5,5-dimethyl-2-[(2-nitrophenyl)hydrazono]cyclohexane-1,3-dione"	2754561	140
"2,2-dimethyl-5-[(2-methylphenyl)hydrazono]-1,3-dioxane-4,6-dione"	2754562	106
"5-{[5-(4-Chlorophenyl)-2-furyl]methylene}-2,2-dimethyl-1,3-dioxane-4,6-dione"	2754563	109
1-cyclohexyl-4-nitro-benzene	79564	58.5
pendimethalin	38479	56.5
"3-[(3-Nitrophenyl)hydrazono]pentane-2,4-dione"	2754566	184
bicyclo[2.2.1]-2-heptene	10352	45
2-(trifluoromethyl)benzophenone	69764	61
"4-hydroxy-1-methyl-3-{(4Z)-5-oxo-4-[2-(1,3-thiazol-2-yl)hydrazinylidene]-4,5-dihydro-1H-pyrazol-3-yl}quinolin-2(1H)-one"	6813149	301
"silane, dichloromethyl(4-methylphenyl)-"	519530	57
2'-hydroxy-5'-methyl-3'-nitroacetophenone	736162	135
3-(trifluoromethyl)benzophenone	69766	52.5
4-(trifluoromethyl)benzophenone	69767	115
"4,4'-dimethoxybenzhydrol"	69768	70
methylchlorosilane	61244	-135
N-(2-nitrophenyl)benzamide	69769	96
"acetamide, 2-(benzoyloxy)-n-ethyl-n-(2-hydroxyet"	14033063	79
butibufen	41643	52
ethyl margarate	26397	28
"trans-4,4'-Dimethoxy-beta-methylchalcone"	624792	87
"1-hexanol, 3,3,4,4,5,5,6,6,6-nonafluoro-"	74883	-58
2-ethylbenzimidazole	15807	175
"5-(1-benzofuran-2-yl)-3-(chloromethyl)-1,3,4-oxadiazole-2(3H)-thione"	716569	300
"thiophene, 2,3-dibromo-"	76590	-17.5
isouron	41648	119.5
2-chloro-5-nitrobenzaldehyde	72933	71
N(alpha)-benzyloxycarbonyl-l-tryptophan	101176	124
1-boc-2-piperidone	7577838	36
4-tert-butylbenzoic_acid	7403	165
5-Hydroxy-2-(Hydroxymethyl)-4h-Pyran-4-One	3840	153.5
"trans-2,5-dimethylpiperazine"	220672	117
5-Oxo-L-proline	7405	161.5
cumene	7406	-96
alpha-methylstyrene	7407	-23.2
"phenol, 4-methyl-2-(1-methylethyl)-"	78153	36.5
1-phenylethanol	7409	10
"3-[(4-Bromophenyl)hydrazono]pentane-2,4-dione"	2754571	132
"ethanone, 2-bromo-1-phenyl-"	6259	50.5
"5,5-Dimethyl-2-[(3-nitrophenyl)hydrazono]cyclohexane-1,3-dione"	2754572	186
"(2E)-1-(3,4-Dimethoxyphenyl)-3-[5-(2-methoxyphenyl)-2-furyl]prop-2-en-1-one"	2754573	145
"(3,4-dimethoxyphenyl)(4-methoxyphenyl)methanone"	2754574	79
dimesitylmethane	69771	130
"(3,4-dimethoxyphenyl)(3-methylphenyl)methanone"	2754575	93
o-hydroxymethyl_benzamide	99176	150
"Ethyl 2-hydroxy-6-methyl-4-phenyl-1,4-dihydropyrimidine-5-carboxylate"	220272	180
N-benzyloxycarbonyl-D-phenylalaninol	736170	94
Ellsyl	28688	156
"3-Bromo-3',4'-dimethoxybenzophenone"	2754577	97
5-Isopropyl-2-methylphenol	10364	2
"(2,4-dichlorophenyl)(3,4-dimethoxyphenyl)methanone"	2754578	128
"n-(2,4-dinitrophenyl)-1,4-benzenediamine"	4267574	188
"androstane-3,17-dione"	443	180
"biphenyl-4-yl(4,5-dimethoxy-2-nitrophenyl)methanone"	2754579	145
Bupropion	444	233.5
Dec-9-en-1-ol	25612	-13
2-methyl-3-nitrophenol	79579	150
5-[4-(methylthio)phenyl]-1h-tetrazole	4772872	215
m-chlorobenzoic_acid	447	156
"2',5'-diethoxybenzanilide"	66700	88
6-acetyl-2(3h)-benzothiazolone	689053	192
6-acetyl-2(3h)-benzoxazolone	689054	236
4-(3-oxo-3-phenylprop-1-en-1-yl)phenyl 3-(4-methoxyphenyl)prop-2-enoate	2751357	158
triazamate	86306	53
1-bromo-2-fluorobenzene	61259	-8
beta-D-allose	448388	145
hydrobenzamide	66704	104
"1,2-dibenzoyl-1-tert-butylhydrazine"	86307	178.5
5-chloro-2-mercaptobenzimidazole	2056429	300
acetophenone	7410	19.5
"9-(4-bromobenzoyl)-7-(4-bromophenyl)-8-hydroxy-7,10-dihydro-6H-chromeno[3',4':5,6]pyrano[2,3-b]pyrrol-6-one"	49827037	230
(dichloromethyl)benzene	7411	-17
"(4-Chlorophenyl)(3,4-dimethoxyphenyl)methanone"	798751	109
flucycloxuron	86309	143.6
benzoyl_chloride	7412	-1
"1-(3,5-dichlorophenyl)-2,5-dimethyl-1h-pyrrole"	10490192	79
"N,N-dimethylcyclohexylamine"	7415	-60
"1h-benzotriazole-1-propanamide, ?-methyl-"	14169285	103
"ethanol, 2,2'-(1,2-ethanediyldiimino)bis-"	78179	97.5
nitrobenzene	7416	5.7
m-aminoacetophenone	7417	98.5
m-toluic_acid	7418	110
"benzenemethanol, .alpha.-(1-aminoethyl)-, (r*,r*"	4786	77.75
"cyclohexanol, 5-methyl-2-(1-methylethenyl)-, ace"	494311	85
m-aminobenzoic_acid	7419	173
5-(3-fluorophenyl)-1h-tetrazole	333943	143
"(4-Chlorophenyl)(4,5-dimethoxy-2-nitrophenyl)methanone"	2754580	142
"(3-bromophenyl)(4,5-dimethoxy-2-nitrophenyl)methanone"	2754581	119
6-methylindole	137928	31
"3-hydroxyandrostane-7,17-dione"	235939	200
"1,4,6-trimethyl-1H-pyrazolo[3,4-b]pyridin-3-ol"	2728743	216
"(4,5-dimethoxy-2-nitrophenyl)(4-methoxyphenyl)methanone"	2754582	147
"uridine, 2'-deoxy-"	640	163
"(4,5-dimethoxy-2-nitrophenyl)(3-methylphenyl)methanone"	2754583	121
"(4,5-Dimethoxy-2-nitrophenyl)(4-methylphenyl)methanone"	2754584	110
"1-(4,5-Dimethoxy-2-nitrophenyl)-2-phenylethanone"	2754585	152
"2,3,4-Trichloronitrobenzene"	28697	55.5
pyridine-3-carboxaldehyde	10371	8
estradiol	450	178.5
"2',6'-dichloroacetanilide"	28698	181
beta-eucaine	10373	70.5
isomaltol	18898	100
2-propionylpyrrole	61260	50
2-amino-4-(p-chloroanilino)-s-triazine	10374	233.5
sorbitol	453	111
"2(3h)-benzoxazolone, 5-chloro-"	2733	191.5
OSM-S-29	818156	109.5
"2,2'-dichlorobiphenyl"	25622	61.5
octanal	454	-23
4-benzyloxybenzophenone	458193	82
"7-bromo-2h-1,4-benzothiazin-3(4h)-one"	689065	212
"3,5-dimethyl-2,6-diphenyl-4H-pyran-4-one"	757673	144
2-chloro-5-fluoropyridine	2782801	19
N-Methylthalidomide	101195	159
3-hydroxybenzoic_acid	7420	203
3-(Dimethylamino)phenol	7421	83
3-nitrotoluene	7422	15.5
3-nitroaniline	7423	112.5
fluocortolone	14445453	188
"7-methyl quinazoline-2,4-dione"	14859989	300
5-methoxyindole-3-carboxaldehyde	82758	181
"5-nitro-1,3-dimethylbenzene"	7426	74
"2-amino-3,6-difluoro-4-(trifluoromethyl)pyridine"	2782809	67
diflucortolone	14445457	242
2-amino-5-bromo-3-methylpyridine	137934	92
"bicyclo[2.2.1]heptan-2-one, 4,7,7-trimethyl-, (1"	25132	186.5
3-amino-4-methylpyridine	137935	104
etoxazole	153974	101.5
labetalol	3869	188
"2,7-dichloro-9h-fluorene"	251987	128
trans-1-methyl-2-propylcyclopentane	21140701	-123
Methyl 3-oxo-indan-1-carboxylate	2753058	45
glyceryl iodide	92127	48.5
"1,2,4,5-tetramethyl-3,6-dinitro-benzene"	79593	211.5
4-hydroxy-6-(trifluoromethyl)pyrimidine-2-thiol	1239796	251
(2E)-3-[5-(2-methoxyphenyl)furan-2-yl]-1-phenylprop-2-en-1-one	2754595	99
2-methoxyphenol	460	32
"3,5-dimethoxyphenol"	10383	37
D-arginine	71070	235
4'-chloro-3'-nitroacetophenone	79596	98
Adenosine triphosphate	5957	176
"3,5-dichloro-2,4,6-trifluoropyridine"	61273	25
5'-bromo-2'-hydroxy-3'-nitroacetophenone	689071	131
"decafluoro-5,6-bis-trifluoromethyl cyclohexane"	101640	-56
"4,4'-Dimethylazobenzene"	10389	140
"2,5-dimethylpyrazolo[1,5-a]pyrimidin-7(4h)-one"	736199	253
4-amino-3-(trifluoromethyl)pyridine	2782810	100
p-phenylbenzoic_acid	66724	227
"2,6-dichloro-4-nitroaniline"	7430	191
2-amino-5-methyl-4-phenylthiazole	96129	110
"2,5-dimethoxybenzaldehyde"	66726	52
2-chloro-6-methoxyquinoline-3-carboxaldehyde	689079	150
"diethyl 2-hydroxy-5,6,7,8-tetrahydronaphthalene-1,3-dicarboxylate"	46741373	46
"1,3,5-trinitrobenzene"	7434	121.5
"4-Nitrophenyl 2,3,4,6-tetra-O-acetylhexopyranoside"	259575	177
Lamotrigine	3878	217
szi-121	153985	188
1-methyl-4-(4-piperidinyl)piperazine	795707	55
3-acetyl-2-methyl-5-phenylthiophene	2728765	68
n-benzyl-3-chloropropanamide	10391	94
"(1R,9S)-4,5,6,9-Tetramethoxy-11-phenyl-10-oxa-11-azatricyclo[7.2.2.0~2,7~]trideca-2,4,6,12-tetraen-8-one"	44297938	114.35
chlorophacinone	19402	140
d-alanine	71080	291
2-(p-hydroxyphenyl)ethanol	10393	90
"urea, (aminoiminomethyl)-"	8859	105
Desaminotyrosine	10394	130
4-(heptyloxy)phenol	25641	61.5
cycloheptanol	10399	2
3-chlorocoumarin	96133	123
Nitazoxanide	41684	202
"Ethyl 6-(1,3-benzodioxol-5-yl)-2-hydroxy-4-methyl-1,6-dihydropyrimidine-5-carboxylate"	660084	189
"(2E)-1,3-bis(4-fluorophenyl)but-2-en-1-one"	2751534	51
Meloxicam	54677470	254
4-butoxybenzoic_acid	72971	147
Lintrin	66734	105
2-(1-hydroxypropyl)-4-methylphenol	2751538	143
"1,2-dimethyl-4-nitrobenzene"	7440	30.5
"thieno[3,2-b]thiophene"	136063	56
"benzenamine, 4-bromo-n,n-diethyl-"	16328	38
2-(1-hydroxy-2-phenylethyl)-4-methylphenol	2751539	83
4-nitro-2-toluidine	7441	133.5
2-methyl-4-nitrophenol	7442	96
3-bromothiophene-2-carboxamide	605721	78
n-methylformanilide	66737	14.5
"3,4-Dichloronitrobenzene"	7443	41.3
fenitropan	106664	70
"benzofuran, 4,5,6,7-tetrahydro-3,6-dimethyl-"	62345	86
5-nitro-2-toluidine	7444	105.5
"1-tridecanol, 12-methyl-"	10878533	10.5
Lansoprazole	3883	180
2-methoxy-5-nitroaniline	7447	118
2-chloro-4-nitrobenzoic_acid	7448	139
Benzocyclobuten-1(2H)-one	137953	14
m-nitrobenzaldehyde	7449	58.5
4-amino-3-nitropyridine	548803	203
"8-quinolinol, 5,7-dibromo-"	2453	196
protionamide	666418	136.7
"4-(4-tert-butylphenyl)-5'-methoxy-1',3'-dihydrospiro[cyclohexane-1,2'-indene]-1',4-diol"	2755101	104
methabenzthiazuron	29216	120
2-[hydroxy(phenyl)methyl]-4-methylphenol	2751540	103
"1,2,3,4-tetrachlorodibenzo-p-dioxin"	35454	188
2-[hydroxy(4-methylphenyl)methyl]-4-methylphenol	2751541	98
Hexa(bromomethyl)benzene	76540	292
2-[(4-bromophenyl)(hydroxy)methyl]-4-methylphenol	2751542	107
sufentanil	41693	97
2-[hydroxy(phenyl)methyl]phenol	2751543	88
2-[hydroxy(4-methylphenyl)methyl]phenol	2751544	105
"1,5-naphthyridine"	136070	75
"(2-amino-3,5-dimethylphenyl)(phenyl)methanol"	2751545	125
"1,3-dibenzoyloxybenzene"	66742	118
D-tyrosine	71098	312
"4-Amino-2,5-dimethylphenol"	76544	242.5
o-diacetylbenzene	35459	40
"(5Z)-5-(2-hydroxybenzylidene)-3-(morpholin-4-ylmethyl)-2-thioxo-1,3-thiazolidin-4-one"	2751546	166
mefenpyr-diethyl	10937610	51
2-(chloromethyl)-3-chloro-1-propene	15859	-14
"1,3-diisopropylbenzene"	7450	-63.1
"2,4,6-Trimethylbenzene-1,3-diamine"	76547	90
"1,3-dinitrobenzene"	7452	90
p-(sec-butyl)phenol	7453	61.5
6-chloropyridine-3-methanol	177161	48
"ethane, 1,1,2-tribromo-"	66222	-29.3
2-Bromo-1-(4-bromophenyl)ethanone	7454	109
"phenol, 4,4'-thiobis(2-(1,1-dimethylethyl)-6-met"	7306	125.5
methyl_4-methylbenzoate	7455	37
methylparaben	7456	131
ethyl-p-nitrobenzoate	7457	57
p-menthane	7459	-87.6
leflunomide	3899	166.5
"O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate"	3082	51.5
"N,N'-[(Z)-1,2-diphenylethene-1,2-diyl]dibenzamide"	5193969	100
"1,1,2-trimethyl-1h-benzo[e]indole"	170530	117
"1,2,4-benzenetriol, triacetate"	69169	99
"benzenamine, 2-methoxy-4-nitro-"	7337	141
5-methylchrysene	19427	118
"1,3,5-Trichloro-2-nitrobenzene"	29228	72
5-chloro-3-methyl-1h-pyrazole	316061	118.5
"1,3,5-trichloro-2,4,6-trihydroxybenzene"	92590	136
flupoxam	86353	146
"5,6-dimethylchrysene"	19429	129.3
"7-ethyl-4a,8-dimethyl-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydrochrysen-2-ol"	2751554	172
2-amino-4-nitroaniline	5111791	199.5
tebufenpyrad	86354	61.5
"2,6-dichlorophenylacetamide"	3422379	217
azimsulfuron	86355	170
fenazaquin	86356	78.5
o-ethoxyphenol	66755	29
gamma-terpinene	7461	-10
"2,5-diethoxyaniline"	66756	85
"3,4-dihydro-6,7-dimethoxyisocarbostyril"	610097	175
diosgenin	234096	205.5
"benzenamine, 2,6-bis(1-methylethyl)-"	32484	-45
p-cymene	7463	-68.9
4-isopropylaniline	7464	-63
"N,N'-di(o-tolyl)ethylenediamine"	66759	72
4-isopropylphenol	7465	60
p-bromoacetophenone	7466	50.5
1-(4-chlorophenyl)ethanone	7467	20
4-aminoacetophenone	7468	105
p-hydroxyacetophenone	7469	109.5
"2,4-dimethoxypyrimidine"	137976	17
"(6beta)-6,12-dihydroxyabieta-8,12-diene-11,14-dione"	4040418	188
"ethyl 4-(4-bromophenyl)-2-[(chloroacetyl)amino]-5-oxo-4H,5H-pyrano[3,2-c]chromene-3-carboxylate"	2755321	158
butyl isocyanate	8110	-75
terbufos	25670	-29.2
"benzenamine, n,n-diethyl-4-nitro-"	75185	77.5
17-hydroxy-21-phenylpregnan-3-one	2751561	177
"4a,7,8-trimethyl-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydrochrysen-2-ol"	2751562	188
Cubane	136090	125.5
m-nitro_phenylacetic_acid	15876	119
"2-bromo-3,5-bis(trifluoromethyl)aniline"	4305448	35
5-chloro-o-anisidine	66763	83
m-chlorophenylacetic_acid	15879	78
p-toluic_acid	7470	182
nifuroxime	22601	163
"N,N-dimethyl-p-toluidine"	7471	-25
sulfentrazone	86369	122
"n,n-dimethyl-p-phenylenediamine"	7472	53
di (sec-butyl) ether	23294	-100
3-acetylindole	12802	189
4-nitrotoluene	7473	53
4-Chloronitrobenzene	7474	83.5
"diethyl 2,2'-[(4,6-dinitrobenzene-1,3-diyl)diimino]diacetate (non-preferred name)"	2748932	198
4-nitroaniline	7475	147.5
p-methoxyacetophenone	7476	38.5
p-anisic_acid	7478	184
2-bromo-4-fluoro-5-(trifluoromethyl)aniline	24721365	27
N-(4'-methoxy-4-biphenylylsulfonyl)valine	10044252	178
PCB-155	3080840	113
4-dimethylaminobenzaldehyde	7479	74.5
bromodimethylborane	123224	-129
"phenol, 4-(phenylamino)-"	31208	73
"4,6-diphenyl-2-pyrone"	296685	137
"3,4-dimethoxy-3-cyclobutene-1,2-dione"	123227	55
methyl 3-bromo-5-hydroxybenzoate	53216607	133
brodifacoum	54680676	230
tricyclazole	39040	187
"2,3-Dichloro-5,8-dihydroxy-1,4-naphthoquinone"	4407	198
bezafibrate	39042	186
nabumetone	4409	80
4-chlorophenylacetic_acid	15880	103
5-norbornen-2-ol (endo)	96066	105
"1,4-dioxane-2,3-diol"	96170	101
trans-2-fluorocyclohexanol	9964083	21
N'-(4-hydroxy-3-methoxybenzylidene)-3-(2-methyl-1H-benzimidazol-1-yl)propanehydrazide	5706204	230
"2-(1,1-dimethylethyl)-4,6-dimethylphenol"	15884	22.3
2-chlor-5-methyl-aniline	66770	29.5
dl-arabinose	5460291	159
ipsapirone	56971	137
1-(4-biphenylyl)ethanol	96176	97
2-chloro-n-methylacetamide	66773	46
4-ethylnitrobenzene	7480	-12.3
p-nitrostyrene	7481	29
"diethyl (6R,12S)-2,8-dibromo-6,12-diethoxy-6H,6bH-dibenzo[e,e']cyclobuta[1,2-c:3,4-c']bis[1,2]oxaphosphinine-6a,12a(12H,12bH)-dicarboxylate 6,12-dioxide"	2755461	273
1-(Chloromethyl)-4-nitrobenzene	7482	71
p-nitro-n-methylaniline	7483	152
m-vinyl_phenol	3013921	1
octachlorocyclopentene	12814	40
p-nitroanisole	7485	54
methyl_4-acetylbenzoate	137990	95
"1,4-diisopropylbenzene"	7486	-17
"methyl 3-(2-oxo-1,2,3,4-tetrahydroquinolin-7-yl)propanoate"	2749817	143
p-nitroacetophenone	7487	81.8
"(2E)-4-nitro-2-quinolin-2(1H)-ylidene-1H-indene-1,3(2H)-dione"	7059746	360
terephthalic_acid	7489	300
2-hydroxy-1-naphthaldehyde	12819	79
isopropylcyclopropane	137995	-112.9
nadolol	4411	130
"l-ornithine, n5-(aminocarbonyl)-"	833	235.5
"1,3-dimethyl-2-phenyl-1H-indole"	1209051	69
"5-amino-1,3-dimethyl-1h-pyrazole"	520721	75
"4,4'-Dinitroazobenzene"	137999	212
"benzene, 1,3-dichloro-5-nitro-"	12064	65.4
Benzene Hexacarboxylic Acid	2334	287
dromostanolone propionate	3170	128
"(3beta,4beta,5beta)-3,4-Epoxyandrostan-17-one"	101715602	136
"benzenamine, 4-methoxy-2-methyl-"	7610	29.5
3-bromobenzaldehyde	76583	20
4-bromo-2-chloro-1-iodobenzene	2735547	34
2-bromo-5-chloro-3-methylbenzo(b)thiophene	2735548	106
"n,n,n',n'-tetramethyl-p-phenylenediamine"	7490	51
NADH	439153	141
"p-nitro-n,n-dimethylaniline"	7491	164
thifluzamide	86389	178
p-dinitrobenzene	7492	174
dimethyl isophthalate	15088	67.5
2-(p-nitrophenyl)ethanol	7494	63
4-(2-Fluoro-benzylidene)-2-phenyl-4H-oxazol-5-one	73510	149
N-acetyl-dl-valine	66789	148
p-nitrophenetole	7495	60
100-32-3	7496	182
"benzaldehyde, 2-bromo-"	81129	21.5
2-(diethylamino)ethanol	7497	-70
alpha-bromotoluene	7498	-3
2-chloro-5-nitrotoluene	83315	43
4-vinylcyclohexene	7499	-108.9
REV-EYES	3033538	158
naled	4420	27
acetyl sulfisoxazole	6662	193.5
phenprocoumon	54680692	179.5
3-phenyl-piperidine	107207	14.5
nalorphine	4423	208.5
2-nitrothiophene-4-carboxaldehyde	144730	80
"ethanol, 2-bromo-, acetate"	13564	-13.8
diethylhydroxylamine	19463	10
ethoxysulfuron	3623881	145
"2-bromo-4,6-dimethylaniline"	170579	44
"2,3,5-tribromothiophene"	76592	27
"2,3,4-tribromothiophene"	76593	44
4-methoxy-2-nitroaniline	66793	127
"3,3-dimethyl-pentane-2,4-dione"	76595	19
2-amino-6-fluoropyridine	2761399	60
"benzene, 4-bromo-1,2-dimethyl-"	68504	-0.2
2-amino-5-nitrophenol	4984721	208.5
cyclohexylphenylketone	12837	56
4-bromo-2-(trifluoromethoxy)phenol	11780151	53
dionine	10425733	200
hexamethyl melamine	2123	173
dibutyl sebacate	7986	-10
ethyl 5-methoxypyridine-2-carboxylate	2751579	39
methyl 3-amino-4-methylthiophene-2-carboxylate	123584	86
p-Tolualdoxime	19475	126
"Androst-4-ene-3,6,17-trione"	150986	221.85
"benzenesulfonamide, 3-fluoro-4-[(2-hydroxyethyl)"	13960378	165
"5-{[5-(2-bromophenyl)furan-2-yl]methylidene}pyrimidine-2,4,6(1H,3H,5H)-trione"	1909609	255
"ethanone, 1-(2-hydroxy-4-methylphenyl)-"	81338	21
"1-propanone, 1-(2-hydroxy-5-methylphenyl)-"	70311	2
"ethyl 4-(2-chlorophenyl)-6-methyl-2-oxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate"	493410	217
"Hexane-1,6-diamine"	16402	39
5-methyl-2-(1-methylethyl)cyclohexyl (2E)-2-benzyl-3-phenylprop-2-enoate	2750489	65
6-nitropiperonal	12840	93.5
N-Acetyl-D-glucosamine	439174	205
3-phenoxyphenol	12842	42
delta-dodecalactone	12844	-12
[(1E)-1-Methyl-2-phenyl-1-propenyl]benzene	219991	65
"1,3-dibromopropane"	8001	-34.2
melibiose	219994	84
1-bromobutane	8002	-112.4
"silane, methyltri-p-tolyl-"	23046958	92
pentane	8003	-129.73
1-pentene	8004	-162.12
1-chlorobutane	8005	-123.1
1-chloro-3-bromopropane	8006	-58.9
2-nitrobenzenesulfonamide	138510	191
n-butylamine	8007	-50
"3-bromo-2,6-difluorobenzaldehyde"	22139701	55
methyl 3-(1-pyrrolyl)thiophene-2-carboxylate	522560	61
nefazodone	4449	83.5
"dibenzofuran, 1,2,3,6,7-pentachloro-"	42139	206
1-chlorophthalazine	160793	111
(Benzoyloxy)methyl 4-chloro-2-[(2-furylmethyl)amino]-5-sulfamoylbenzoate	15157395	179.35
"5-(7-hydroxy-6-methoxy-3,4-dihydroisoquinolin-2(1H)-yl)cyclohex-2-en-1-one"	2752103	256
"1-(2,4-Difluorophenyl)-2-(1H-1,2,4-triazol-1-yl)ethanone"	588080	105.35
"1,2-phenylene phosphorochloridite"	74232	30
m-phenylbenzoic_acid	12854	167
"2-chloro-2',4'-difluoroacetophenone"	588083	46
2-phenylbenzimidazole	12855	297
butanethiol	8012	-115.7
3-amino-5-methyl-1h-pyrazole	93146	45
"1,3-propanedithiol"	8013	-79
6-methyl-3(2h)-pyridazinone	83346	144
fustin	246330	227
"4-methyl-1,10-phenanthroline"	93149	145
2-(methylamino)ethanol	8016	-4.5
"methyl 6-methyl-4-(4-nitrophenyl)-2-thioxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate"	2748292	175
(2-hydroxyethyl)hydrazine	8017	-70
aceclofenac valine methyl aster	57480890	517
"1,3,5-triazine, 2,4,6-tris(2-propenyloxy)-"	7555	27
2-methoxyethylamine	8018	-82
"3-acetyl-2,5-dichlorothiophene"	118920	38
naltrexone	21159611	169
2-methoxyethanol	8019	-85.1
neriifolin	4457	221
"(2Z,5alpha,17beta)-17-Hydroxy-2-(hydroxymethylene)-17-methylandrostan-3-one"	9902	179
Nandrolone	9904	112
anhalonidine	199214	160.5
trifluoroacetophenone	9905	-40
4'-diethylaminoacetophenone	138529	48
octafluorotoluene	9906	-65.6
"phenol, 4-amino-2-nitro-"	3417419	126
Di-tert-butyl(chloro)silane	545818	39
epn	16421	36
"3-methylcyclohexane-1,2-dione"	3321360	58
bromophos	16422	53.5
"4-heptanol, 2-methyl-"	89517	-81
"benzenesulfonamide, n,4-dimethyl-"	12543	78.5
2-heptadecanol	42263	54
"1,3,5-triisopropylbenzene"	12860	-7.4
methyl p-aminobenzoate	12082	114
"ethyl 5-bromo-1,2,3-thiadiazole-4-carboxylate"	11020903	77
quinupramine	93154	150
n-(hydroxymethyl)nicotinamide	77116	141.5
"7-(benzyloxy)-6-methoxy-1,2-dimethyl-1,2,3,4-tetrahydroisoquinoline"	2752118	82
dimethoxymethane	8020	-104.8
diethylamine	8021	-50
"glycine, n-(2-hydroxybenzoyl)-"	10253	168
"2,6-bis(t-butyl)-2,5-cyclohexadiene-1,4-dione"	12867	66
methyl 4-bromo-3-hydroxythiophene-2-carboxylate	2777611	80
"diethyl (2E,2'E)-3,3'-(4,6-dinitrobenzene-1,3-diyl)bisprop-2-enoate"	2749557	116
"acetamide, 2-(benzoyloxy)-n,n-dibutyl-"	14033053	25
"3-hexene, 2-methyl-, (e)-"	39145	-141.6
Ethoxyethene	8023	-115
methyl beta-d-galactopyranoside	94214	177
ethyl_formate	8025	-80
"(1R,2R)-2-(2,6-Dimethoxyphenoxy)-1-(3,4-dimethoxyphenyl)propane-1,3-diol"	13904326	110.85
"ethane, 1,2-dibromo-1,2-dichloro-"	79092	-26
"Tricyclo[5.2.1.0(2,6)]deca-4,8-dien-3-one"	138530	56
isopropyl (4-chlorophenyl)sulfonyl acetate	11108625	41
"phenol, 4,4'-iminobis-"	74461	174.5
nevirapine	4463	248
pyrrole	8027	-23.4
tetrahydrofuran	8028	-108.44
furan	8029	-85.6
atropine	174174	115
"3,3'-bis(trifluoromethyl)benzophenone"	599788	101
"cyclotetrasiloxane, 2,4,6,8-tetramethyl-"	75404	-69
"benzene, 1,4-bis(chloromethyl)-"	12171	100
"2-thiazolamine, 4,5-dihydro-"	15689	85.3
2-amino-5-chlorobenzophenone	12870	99
2-(2-chlorophenyl)benzimidazole	77123	234
"4,4'-Disulfanediyldianiline"	12875	77
thiophene	8030	-38.3
"2,5-furandione, dihydro-3-methylene-"	75110	69
"2,5-dimethyl-2,5-hexanediol"	8031	89
t-butyl-peroxide	8033	-40
